Time,Demand,Temperature,month,week,day_of_week,hour
2021-08-01 00:00:00,1.488,10.4,8,30,6,0
2021-08-01 01:00:00,1.341,9.9,8,30,6,1
2021-08-01 02:00:00,1.285,9.6,8,30,6,2
2021-08-01 03:00:00,1.229,9.3,8,30,6,3
2021-08-01 04:00:00,1.181,8.6,8,30,6,4
2021-08-01 05:00:00,1.147,8.7,8,30,6,5
2021-08-01 06:00:00,1.173,9.6,8,30,6,6
2021-08-01 07:00:00,1.073,10.9,8,30,6,7
2021-08-01 08:00:00,1.211,14.9,8,30,6,8
2021-08-01 09:00:00,1.388,17.0,8,30,6,9
2021-08-01 10:00:00,1.56,18.6,8,30,6,10
2021-08-01 11:00:00,1.608,19.2,8,30,6,11
2021-08-01 12:00:00,1.742,19.9,8,30,6,12
2021-08-01 13:00:00,1.772,20.9,8,30,6,13
2021-08-01 14:00:00,1.758,21.0,8,30,6,14
2021-08-01 15:00:00,1.797,20.9,8,30,6,15
2021-08-01 16:00:00,1.797,20.5,8,30,6,16
2021-08-01 17:00:00,1.815,18.9,8,30,6,17
2021-08-01 18:00:00,1.837,16.7,8,30,6,18
2021-08-01 19:00:00,2.219,13.7,8,30,6,19
2021-08-01 20:00:00,2.265,13.0,8,30,6,20
2021-08-01 21:00:00,2.208,11.8,8,30,6,21
2021-08-01 22:00:00,2.121,11.3,8,30,6,22
2021-08-01 23:00:00,1.856,10.4,8,30,6,23
2021-08-02 00:00:00,1.567,11.1,8,31,0,0
2021-08-02 01:00:00,1.421,10.7,8,31,0,1
2021-08-02 02:00:00,1.272,10.6,8,31,0,2
2021-08-02 03:00:00,1.247,10.6,8,31,0,3
2021-08-02 04:00:00,1.225,10.5,8,31,0,4
2021-08-02 05:00:00,1.212,10.4,8,31,0,5
2021-08-02 06:00:00,1.237,10.3,8,31,0,6
2021-08-02 07:00:00,1.385,11.2,8,31,0,7
2021-08-02 08:00:00,1.643,13.3,8,31,0,8
2021-08-02 09:00:00,1.638,16.0,8,31,0,9
2021-08-02 10:00:00,1.82,17.1,8,31,0,10
2021-08-02 11:00:00,1.86,18.4,8,31,0,11
2021-08-02 12:00:00,1.985,19.5,8,31,0,12
2021-08-02 13:00:00,1.964,19.8,8,31,0,13
2021-08-02 14:00:00,1.899,20.5,8,31,0,14
2021-08-02 15:00:00,1.977,20.2,8,31,0,15
2021-08-02 16:00:00,1.843,19.7,8,31,0,16
2021-08-02 17:00:00,1.921,18.3,8,31,0,17
2021-08-02 18:00:00,1.93,16.5,8,31,0,18
2021-08-02 19:00:00,2.304,14.4,8,31,0,19
2021-08-02 20:00:00,2.256,13.5,8,31,0,20
2021-08-02 21:00:00,2.252,12.9,8,31,0,21
2021-08-02 22:00:00,2.004,12.4,8,31,0,22
2021-08-02 23:00:00,1.756,11.8,8,31,0,23
2021-08-03 00:00:00,1.409,11.2,8,31,1,0
2021-08-03 01:00:00,1.292,11.9,8,31,1,1
2021-08-03 02:00:00,1.231,11.3,8,31,1,2
2021-08-03 03:00:00,1.175,11.3,8,31,1,3
2021-08-03 04:00:00,1.181,10.5,8,31,1,4
2021-08-03 05:00:00,1.177,9.8,8,31,1,5
2021-08-03 06:00:00,1.199,10.2,8,31,1,6
2021-08-03 07:00:00,1.344,10.9,8,31,1,7
2021-08-03 08:00:00,1.485,14.0,8,31,1,8
2021-08-03 09:00:00,1.711,17.5,8,31,1,9
2021-08-03 10:00:00,1.712,19.5,8,31,1,10
2021-08-03 11:00:00,1.772,20.8,8,31,1,11
2021-08-03 12:00:00,1.933,21.5,8,31,1,12
2021-08-03 13:00:00,1.911,21.6,8,31,1,13
2021-08-03 14:00:00,1.854,21.7,8,31,1,14
2021-08-03 15:00:00,1.766,21.6,8,31,1,15
2021-08-03 16:00:00,1.793,21.0,8,31,1,16
2021-08-03 17:00:00,1.833,19.9,8,31,1,17
2021-08-03 18:00:00,1.866,17.8,8,31,1,18
2021-08-03 19:00:00,2.324,14.6,8,31,1,19
2021-08-03 20:00:00,2.317,13.2,8,31,1,20
2021-08-03 21:00:00,2.223,12.2,8,31,1,21
2021-08-03 22:00:00,2.001,11.4,8,31,1,22
2021-08-03 23:00:00,1.72,10.6,8,31,1,23
2021-08-04 00:00:00,1.45,9.9,8,31,2,0
2021-08-04 01:00:00,1.322,9.2,8,31,2,1
2021-08-04 02:00:00,1.221,8.3,8,31,2,2
2021-08-04 03:00:00,1.159,7.6,8,31,2,3
2021-08-04 04:00:00,1.17,7.8,8,31,2,4
2021-08-04 05:00:00,1.153,8.6,8,31,2,5
2021-08-04 06:00:00,1.189,8.6,8,31,2,6
2021-08-04 07:00:00,1.334,10.7,8,31,2,7
2021-08-04 08:00:00,1.627,14.7,8,31,2,8
2021-08-04 09:00:00,1.728,17.8,8,31,2,9
2021-08-04 10:00:00,1.817,20.1,8,31,2,10
2021-08-04 11:00:00,1.934,21.7,8,31,2,11
2021-08-04 12:00:00,2.096,22.4,8,31,2,12
2021-08-04 13:00:00,2.025,22.6,8,31,2,13
2021-08-04 14:00:00,2.021,22.3,8,31,2,14
2021-08-04 15:00:00,1.996,21.8,8,31,2,15
2021-08-04 16:00:00,2.014,20.9,8,31,2,16
2021-08-04 17:00:00,1.989,19.7,8,31,2,17
2021-08-04 18:00:00,1.938,17.8,8,31,2,18
2021-08-04 19:00:00,2.333,14.6,8,31,2,19
2021-08-04 20:00:00,2.311,13.6,8,31,2,20
2021-08-04 21:00:00,2.283,12.2,8,31,2,21
2021-08-04 22:00:00,2.108,11.4,8,31,2,22
2021-08-04 23:00:00,1.792,10.5,8,31,2,23
2021-08-05 00:00:00,1.507,9.5,8,31,3,0
2021-08-05 01:00:00,1.345,8.8,8,31,3,1
2021-08-05 02:00:00,1.261,8.7,8,31,3,2
2021-08-05 03:00:00,1.205,7.8,8,31,3,3
2021-08-05 04:00:00,1.188,7.5,8,31,3,4
2021-08-05 05:00:00,1.169,7.2,8,31,3,5
2021-08-05 06:00:00,1.236,7.2,8,31,3,6
2021-08-05 07:00:00,1.303,10.0,8,31,3,7
2021-08-05 08:00:00,1.619,14.0,8,31,3,8
2021-08-05 09:00:00,1.687,17.5,8,31,3,9
2021-08-05 10:00:00,1.73,20.4,8,31,3,10
2021-08-05 11:00:00,1.808,22.2,8,31,3,11
2021-08-05 12:00:00,1.92,23.1,8,31,3,12
2021-08-05 13:00:00,1.953,23.5,8,31,3,13
2021-08-05 14:00:00,1.95,23.9,8,31,3,14
2021-08-05 15:00:00,2.024,23.7,8,31,3,15
2021-08-05 16:00:00,1.945,22.9,8,31,3,16
2021-08-05 17:00:00,2.0,21.5,8,31,3,17
2021-08-05 18:00:00,1.98,18.1,8,31,3,18
2021-08-05 19:00:00,2.393,16.0,8,31,3,19
2021-08-05 20:00:00,2.298,14.9,8,31,3,20
2021-08-05 21:00:00,2.253,13.8,8,31,3,21
2021-08-05 22:00:00,2.111,12.3,8,31,3,22
2021-08-05 23:00:00,1.855,12.8,8,31,3,23
2021-08-06 00:00:00,1.475,11.3,8,31,4,0
2021-08-06 01:00:00,1.337,10.6,8,31,4,1
2021-08-06 02:00:00,1.299,9.5,8,31,4,2
2021-08-06 03:00:00,1.217,8.3,8,31,4,3
2021-08-06 04:00:00,1.194,8.6,8,31,4,4
2021-08-06 05:00:00,1.178,8.7,8,31,4,5
2021-08-06 06:00:00,1.25,8.0,8,31,4,6
2021-08-06 07:00:00,1.387,10.9,8,31,4,7
2021-08-06 08:00:00,1.524,14.6,8,31,4,8
2021-08-06 09:00:00,1.661,17.7,8,31,4,9
2021-08-06 10:00:00,1.798,19.6,8,31,4,10
2021-08-06 11:00:00,1.935,20.4,8,31,4,11
2021-08-06 12:00:00,1.973,21.9,8,31,4,12
2021-08-06 13:00:00,2.01,22.8,8,31,4,13
2021-08-06 14:00:00,2.048,22.8,8,31,4,14
2021-08-06 15:00:00,2.115,22.6,8,31,4,15
2021-08-06 16:00:00,2.159,21.8,8,31,4,16
2021-08-06 17:00:00,2.075,20.4,8,31,4,17
2021-08-06 18:00:00,2.06,18.4,8,31,4,18
2021-08-06 19:00:00,2.41,16.2,8,31,4,19
2021-08-06 20:00:00,2.412,14.7,8,31,4,20
2021-08-06 21:00:00,2.319,13.7,8,31,4,21
2021-08-06 22:00:00,2.1,12.4,8,31,4,22
2021-08-06 23:00:00,1.919,12.1,8,31,4,23
2021-08-07 00:00:00,1.671,12.8,8,31,5,0
2021-08-07 01:00:00,1.404,13.0,8,31,5,1
2021-08-07 02:00:00,1.342,11.7,8,31,5,2
2021-08-07 03:00:00,1.259,10.4,8,31,5,3
2021-08-07 04:00:00,1.202,10.4,8,31,5,4
2021-08-07 05:00:00,1.212,9.7,8,31,5,5
2021-08-07 06:00:00,1.239,9.0,8,31,5,6
2021-08-07 07:00:00,1.199,10.2,8,31,5,7
2021-08-07 08:00:00,1.374,13.8,8,31,5,8
2021-08-07 09:00:00,1.576,16.7,8,31,5,9
2021-08-07 10:00:00,1.735,19.0,8,31,5,10
2021-08-07 11:00:00,1.777,21.0,8,31,5,11
2021-08-07 12:00:00,1.918,22.3,8,31,5,12
2021-08-07 13:00:00,1.956,22.9,8,31,5,13
2021-08-07 14:00:00,1.917,23.2,8,31,5,14
2021-08-07 15:00:00,1.821,23.5,8,31,5,15
2021-08-07 16:00:00,1.859,22.8,8,31,5,16
2021-08-07 17:00:00,1.846,20.4,8,31,5,17
2021-08-07 18:00:00,1.907,16.8,8,31,5,18
2021-08-07 19:00:00,2.314,14.7,8,31,5,19
2021-08-07 20:00:00,2.256,13.7,8,31,5,20
2021-08-07 21:00:00,2.194,13.3,8,31,5,21
2021-08-07 22:00:00,1.986,12.9,8,31,5,22
2021-08-07 23:00:00,1.799,12.6,8,31,5,23
2021-08-08 00:00:00,1.596,12.3,8,31,6,0
2021-08-08 01:00:00,1.359,12.2,8,31,6,1
2021-08-08 02:00:00,1.321,11.6,8,31,6,2
2021-08-08 03:00:00,1.237,11.7,8,31,6,3
2021-08-08 04:00:00,1.207,11.6,8,31,6,4
2021-08-08 05:00:00,1.213,10.7,8,31,6,5
2021-08-08 06:00:00,1.181,9.3,8,31,6,6
2021-08-08 07:00:00,1.097,11.4,8,31,6,7
2021-08-08 08:00:00,1.256,13.9,8,31,6,8
2021-08-08 09:00:00,1.427,16.7,8,31,6,9
2021-08-08 10:00:00,1.555,19.3,8,31,6,10
2021-08-08 11:00:00,1.596,21.4,8,31,6,11
2021-08-08 12:00:00,1.689,23.0,8,31,6,12
2021-08-08 13:00:00,1.75,23.9,8,31,6,13
2021-08-08 14:00:00,1.795,24.3,8,31,6,14
2021-08-08 15:00:00,1.692,23.7,8,31,6,15
2021-08-08 16:00:00,1.706,21.3,8,31,6,16
2021-08-08 17:00:00,1.709,19.0,8,31,6,17
2021-08-08 18:00:00,1.848,16.6,8,31,6,18
2021-08-08 19:00:00,2.086,14.9,8,31,6,19
2021-08-08 20:00:00,2.178,13.9,8,31,6,20
2021-08-08 21:00:00,2.11,13.2,8,31,6,21
2021-08-08 22:00:00,1.998,12.6,8,31,6,22
2021-08-08 23:00:00,1.76,12.2,8,31,6,23
2021-08-09 00:00:00,1.513,12.5,8,32,0,0
2021-08-09 01:00:00,1.432,12.5,8,32,0,1
2021-08-09 02:00:00,1.294,12.3,8,32,0,2
2021-08-09 03:00:00,1.194,12.1,8,32,0,3
2021-08-09 04:00:00,1.19,11.7,8,32,0,4
2021-08-09 05:00:00,1.197,11.9,8,32,0,5
2021-08-09 06:00:00,1.225,11.4,8,32,0,6
2021-08-09 07:00:00,1.154,11.3,8,32,0,7
2021-08-09 08:00:00,1.426,14.0,8,32,0,8
2021-08-09 09:00:00,1.534,16.3,8,32,0,9
2021-08-09 10:00:00,1.631,18.1,8,32,0,10
2021-08-09 11:00:00,1.731,20.4,8,32,0,11
2021-08-09 12:00:00,1.787,22.1,8,32,0,12
2021-08-09 13:00:00,1.74,23.5,8,32,0,13
2021-08-09 14:00:00,1.71,23.7,8,32,0,14
2021-08-09 15:00:00,1.701,23.7,8,32,0,15
2021-08-09 16:00:00,1.683,23.2,8,32,0,16
2021-08-09 17:00:00,1.776,20.3,8,32,0,17
2021-08-09 18:00:00,1.867,17.2,8,32,0,18
2021-08-09 19:00:00,2.188,15.0,8,32,0,19
2021-08-09 20:00:00,2.237,14.2,8,32,0,20
2021-08-09 21:00:00,2.168,13.3,8,32,0,21
2021-08-09 22:00:00,1.898,13.2,8,32,0,22
2021-08-09 23:00:00,1.722,13.1,8,32,0,23
2021-08-10 00:00:00,1.453,12.8,8,32,1,0
2021-08-10 01:00:00,1.306,12.1,8,32,1,1
2021-08-10 02:00:00,1.207,11.6,8,32,1,2
2021-08-10 03:00:00,1.183,11.8,8,32,1,3
2021-08-10 04:00:00,1.182,11.1,8,32,1,4
2021-08-10 05:00:00,1.169,11.1,8,32,1,5
2021-08-10 06:00:00,1.21,11.0,8,32,1,6
2021-08-10 07:00:00,1.339,12.1,8,32,1,7
2021-08-10 08:00:00,1.616,14.5,8,32,1,8
2021-08-10 09:00:00,1.694,17.1,8,32,1,9
2021-08-10 10:00:00,1.918,19.3,8,32,1,10
2021-08-10 11:00:00,2.042,20.8,8,32,1,11
2021-08-10 12:00:00,2.171,22.2,8,32,1,12
2021-08-10 13:00:00,2.197,23.2,8,32,1,13
2021-08-10 14:00:00,2.1,23.7,8,32,1,14
2021-08-10 15:00:00,2.088,23.2,8,32,1,15
2021-08-10 16:00:00,2.059,20.9,8,32,1,16
2021-08-10 17:00:00,2.053,18.7,8,32,1,17
2021-08-10 18:00:00,2.127,16.5,8,32,1,18
2021-08-10 19:00:00,2.435,14.1,8,32,1,19
2021-08-10 20:00:00,2.357,13.3,8,32,1,20
2021-08-10 21:00:00,2.297,12.5,8,32,1,21
2021-08-10 22:00:00,2.093,12.5,8,32,1,22
2021-08-10 23:00:00,1.842,12.3,8,32,1,23
2021-08-11 00:00:00,1.513,11.3,8,32,2,0
2021-08-11 01:00:00,1.353,10.8,8,32,2,1
2021-08-11 02:00:00,1.258,11.1,8,32,2,2
2021-08-11 03:00:00,1.205,11.2,8,32,2,3
2021-08-11 04:00:00,1.207,11.2,8,32,2,4
2021-08-11 05:00:00,1.215,10.6,8,32,2,5
2021-08-11 06:00:00,1.219,9.8,8,32,2,6
2021-08-11 07:00:00,1.348,11.6,8,32,2,7
2021-08-11 08:00:00,1.667,14.8,8,32,2,8
2021-08-11 09:00:00,1.8,17.3,8,32,2,9
2021-08-11 10:00:00,1.804,18.2,8,32,2,10
2021-08-11 11:00:00,1.855,20.0,8,32,2,11
2021-08-11 12:00:00,1.962,21.3,8,32,2,12
2021-08-11 13:00:00,1.916,22.2,8,32,2,13
2021-08-11 14:00:00,1.918,22.5,8,32,2,14
2021-08-11 15:00:00,1.936,23.0,8,32,2,15
2021-08-11 16:00:00,1.914,22.2,8,32,2,16
2021-08-11 17:00:00,1.889,20.5,8,32,2,17
2021-08-11 18:00:00,2.059,17.2,8,32,2,18
2021-08-11 19:00:00,2.339,15.5,8,32,2,19
2021-08-11 20:00:00,2.347,13.7,8,32,2,20
2021-08-11 21:00:00,2.257,12.1,8,32,2,21
2021-08-11 22:00:00,2.019,11.6,8,32,2,22
2021-08-11 23:00:00,1.871,10.8,8,32,2,23
2021-08-12 00:00:00,1.476,10.4,8,32,3,0
2021-08-12 01:00:00,1.285,10.5,8,32,3,1
2021-08-12 02:00:00,1.22,9.3,8,32,3,2
2021-08-12 03:00:00,1.185,10.1,8,32,3,3
2021-08-12 04:00:00,1.186,9.4,8,32,3,4
2021-08-12 05:00:00,1.171,9.0,8,32,3,5
2021-08-12 06:00:00,1.214,8.1,8,32,3,6
2021-08-12 07:00:00,1.325,11.0,8,32,3,7
2021-08-12 08:00:00,1.512,14.2,8,32,3,8
2021-08-12 09:00:00,1.704,16.4,8,32,3,9
2021-08-12 10:00:00,1.789,18.1,8,32,3,10
2021-08-12 11:00:00,1.836,19.5,8,32,3,11
2021-08-12 12:00:00,1.956,19.9,8,32,3,12
2021-08-12 13:00:00,1.956,21.3,8,32,3,13
2021-08-12 14:00:00,1.863,22.2,8,32,3,14
2021-08-12 15:00:00,1.898,22.8,8,32,3,15
2021-08-12 16:00:00,1.895,20.9,8,32,3,16
2021-08-12 17:00:00,1.895,18.1,8,32,3,17
2021-08-12 18:00:00,2.046,15.8,8,32,3,18
2021-08-12 19:00:00,2.305,13.6,8,32,3,19
2021-08-12 20:00:00,2.34,12.8,8,32,3,20
2021-08-12 21:00:00,2.168,12.5,8,32,3,21
2021-08-12 22:00:00,2.005,12.2,8,32,3,22
2021-08-12 23:00:00,1.782,11.7,8,32,3,23
2021-08-13 00:00:00,1.478,12.2,8,32,4,0
2021-08-13 01:00:00,1.302,11.5,8,32,4,1
2021-08-13 02:00:00,1.242,11.9,8,32,4,2
2021-08-13 03:00:00,1.188,11.7,8,32,4,3
2021-08-13 04:00:00,1.199,11.5,8,32,4,4
2021-08-13 05:00:00,1.158,11.4,8,32,4,5
2021-08-13 06:00:00,1.197,11.3,8,32,4,6
2021-08-13 07:00:00,1.356,11.4,8,32,4,7
2021-08-13 08:00:00,1.607,12.7,8,32,4,8
2021-08-13 09:00:00,1.789,15.6,8,32,4,9
2021-08-13 10:00:00,1.852,18.2,8,32,4,10
2021-08-13 11:00:00,1.925,20.1,8,32,4,11
2021-08-13 12:00:00,1.971,21.6,8,32,4,12
2021-08-13 13:00:00,2.002,23.1,8,32,4,13
2021-08-13 14:00:00,2.007,23.6,8,32,4,14
2021-08-13 15:00:00,2.037,21.0,8,32,4,15
2021-08-13 16:00:00,2.064,20.0,8,32,4,16
2021-08-13 17:00:00,1.898,18.8,8,32,4,17
2021-08-13 18:00:00,2.053,16.2,8,32,4,18
2021-08-13 19:00:00,2.327,14.4,8,32,4,19
2021-08-13 20:00:00,2.247,13.4,8,32,4,20
2021-08-13 21:00:00,2.163,13.3,8,32,4,21
2021-08-13 22:00:00,2.024,13.5,8,32,4,22
2021-08-13 23:00:00,1.79,13.3,8,32,4,23
2021-08-14 00:00:00,1.519,12.7,8,32,5,0
2021-08-14 01:00:00,1.33,11.8,8,32,5,1
2021-08-14 02:00:00,1.196,11.5,8,32,5,2
2021-08-14 03:00:00,1.215,10.3,8,32,5,3
2021-08-14 04:00:00,1.168,11.0,8,32,5,4
2021-08-14 05:00:00,1.134,10.5,8,32,5,5
2021-08-14 06:00:00,1.167,10.0,8,32,5,6
2021-08-14 07:00:00,1.117,11.2,8,32,5,7
2021-08-14 08:00:00,1.352,14.4,8,32,5,8
2021-08-14 09:00:00,1.504,16.9,8,32,5,9
2021-08-14 10:00:00,1.63,19.4,8,32,5,10
2021-08-14 11:00:00,1.623,21.1,8,32,5,11
2021-08-14 12:00:00,1.755,22.0,8,32,5,12
2021-08-14 13:00:00,1.764,22.1,8,32,5,13
2021-08-14 14:00:00,1.734,19.6,8,32,5,14
2021-08-14 15:00:00,1.75,19.5,8,32,5,15
2021-08-14 16:00:00,1.719,18.9,8,32,5,16
2021-08-14 17:00:00,1.761,17.4,8,32,5,17
2021-08-14 18:00:00,1.9,15.3,8,32,5,18
2021-08-14 19:00:00,2.12,14.8,8,32,5,19
2021-08-14 20:00:00,2.18,13.6,8,32,5,20
2021-08-14 21:00:00,2.073,13.8,8,32,5,21
2021-08-14 22:00:00,1.977,12.8,8,32,5,22
2021-08-14 23:00:00,1.767,12.8,8,32,5,23
2021-08-15 00:00:00,1.561,12.6,8,32,6,0
2021-08-15 01:00:00,1.379,12.6,8,32,6,1
2021-08-15 02:00:00,1.257,12.2,8,32,6,2
2021-08-15 03:00:00,1.184,11.3,8,32,6,3
2021-08-15 04:00:00,1.181,11.4,8,32,6,4
2021-08-15 05:00:00,1.164,11.2,8,32,6,5
2021-08-15 06:00:00,1.201,11.4,8,32,6,6
2021-08-15 07:00:00,1.123,12.0,8,32,6,7
2021-08-15 08:00:00,1.298,14.0,8,32,6,8
2021-08-15 09:00:00,1.349,16.9,8,32,6,9
2021-08-15 10:00:00,1.53,19.4,8,32,6,10
2021-08-15 11:00:00,1.591,21.0,8,32,6,11
2021-08-15 12:00:00,1.686,22.1,8,32,6,12
2021-08-15 13:00:00,1.728,22.1,8,32,6,13
2021-08-15 14:00:00,1.697,22.4,8,32,6,14
2021-08-15 15:00:00,1.675,20.8,8,32,6,15
2021-08-15 16:00:00,1.687,19.7,8,32,6,16
2021-08-15 17:00:00,1.683,17.9,8,32,6,17
2021-08-15 18:00:00,1.793,15.3,8,32,6,18
2021-08-15 19:00:00,2.213,13.4,8,32,6,19
2021-08-15 20:00:00,2.121,13.1,8,32,6,20
2021-08-15 21:00:00,2.087,12.9,8,32,6,21
2021-08-15 22:00:00,1.933,12.5,8,32,6,22
2021-08-15 23:00:00,1.728,12.4,8,32,6,23
2021-08-16 00:00:00,1.424,12.6,8,33,0,0
2021-08-16 01:00:00,1.317,12.7,8,33,0,1
2021-08-16 02:00:00,1.25,12.5,8,33,0,2
2021-08-16 03:00:00,1.179,12.4,8,33,0,3
2021-08-16 04:00:00,1.156,12.2,8,33,0,4
2021-08-16 05:00:00,1.162,11.9,8,33,0,5
2021-08-16 06:00:00,1.183,11.6,8,33,0,6
2021-08-16 07:00:00,1.352,12.0,8,33,0,7
2021-08-16 08:00:00,1.634,12.7,8,33,0,8
2021-08-16 09:00:00,1.821,14.3,8,33,0,9
2021-08-16 10:00:00,1.822,16.3,8,33,0,10
2021-08-16 11:00:00,1.971,18.1,8,33,0,11
2021-08-16 12:00:00,2.099,18.7,8,33,0,12
2021-08-16 13:00:00,2.043,19.1,8,33,0,13
2021-08-16 14:00:00,2.037,18.9,8,33,0,14
2021-08-16 15:00:00,2.096,18.4,8,33,0,15
2021-08-16 16:00:00,2.018,17.3,8,33,0,16
2021-08-16 17:00:00,1.979,15.2,8,33,0,17
2021-08-16 18:00:00,2.158,14.2,8,33,0,18
2021-08-16 19:00:00,2.388,12.9,8,33,0,19
2021-08-16 20:00:00,2.377,12.7,8,33,0,20
2021-08-16 21:00:00,2.226,12.3,8,33,0,21
2021-08-16 22:00:00,2.056,12.1,8,33,0,22
2021-08-16 23:00:00,1.789,12.1,8,33,0,23
2021-08-17 00:00:00,1.499,11.8,8,33,1,0
2021-08-17 01:00:00,1.339,11.5,8,33,1,1
2021-08-17 02:00:00,1.252,11.0,8,33,1,2
2021-08-17 03:00:00,1.211,10.0,8,33,1,3
2021-08-17 04:00:00,1.214,9.2,8,33,1,4
2021-08-17 05:00:00,1.213,8.7,8,33,1,5
2021-08-17 06:00:00,1.262,8.6,8,33,1,6
2021-08-17 07:00:00,1.403,10.6,8,33,1,7
2021-08-17 08:00:00,1.608,13.4,8,33,1,8
2021-08-17 09:00:00,1.71,15.7,8,33,1,9
2021-08-17 10:00:00,1.814,17.5,8,33,1,10
2021-08-17 11:00:00,1.835,19.3,8,33,1,11
2021-08-17 12:00:00,1.946,20.6,8,33,1,12
2021-08-17 13:00:00,2.006,21.9,8,33,1,13
2021-08-17 14:00:00,1.885,22.6,8,33,1,14
2021-08-17 15:00:00,1.959,21.0,8,33,1,15
2021-08-17 16:00:00,1.925,18.6,8,33,1,16
2021-08-17 17:00:00,1.897,17.7,8,33,1,17
2021-08-17 18:00:00,2.019,15.3,8,33,1,18
2021-08-17 19:00:00,2.381,13.6,8,33,1,19
2021-08-17 20:00:00,2.371,12.7,8,33,1,20
2021-08-17 21:00:00,2.23,12.6,8,33,1,21
2021-08-17 22:00:00,2.023,12.3,8,33,1,22
2021-08-17 23:00:00,1.805,11.2,8,33,1,23
2021-08-18 00:00:00,1.467,11.0,8,33,2,0
2021-08-18 01:00:00,1.329,10.6,8,33,2,1
2021-08-18 02:00:00,1.242,10.6,8,33,2,2
2021-08-18 03:00:00,1.198,10.0,8,33,2,3
2021-08-18 04:00:00,1.184,9.2,8,33,2,4
2021-08-18 05:00:00,1.192,8.3,8,33,2,5
2021-08-18 06:00:00,1.198,7.7,8,33,2,6
2021-08-18 07:00:00,1.31,10.8,8,33,2,7
2021-08-18 08:00:00,1.652,14.0,8,33,2,8
2021-08-18 09:00:00,1.812,16.9,8,33,2,9
2021-08-18 10:00:00,1.792,18.9,8,33,2,10
2021-08-18 11:00:00,2.013,20.3,8,33,2,11
2021-08-18 12:00:00,2.101,21.3,8,33,2,12
2021-08-18 13:00:00,2.021,22.4,8,33,2,13
2021-08-18 14:00:00,1.939,22.7,8,33,2,14
2021-08-18 15:00:00,1.997,22.4,8,33,2,15
2021-08-18 16:00:00,1.907,19.2,8,33,2,16
2021-08-18 17:00:00,1.96,18.1,8,33,2,17
2021-08-18 18:00:00,2.07,15.9,8,33,2,18
2021-08-18 19:00:00,2.389,14.9,8,33,2,19
2021-08-18 20:00:00,2.45,13.4,8,33,2,20
2021-08-18 21:00:00,2.284,12.4,8,33,2,21
2021-08-18 22:00:00,2.131,11.7,8,33,2,22
2021-08-18 23:00:00,1.787,11.0,8,33,2,23
2021-08-19 00:00:00,1.533,10.4,8,33,3,0
2021-08-19 01:00:00,1.332,9.9,8,33,3,1
2021-08-19 02:00:00,1.28,9.5,8,33,3,2
2021-08-19 03:00:00,1.224,9.5,8,33,3,3
2021-08-19 04:00:00,1.197,9.7,8,33,3,4
2021-08-19 05:00:00,1.191,10.0,8,33,3,5
2021-08-19 06:00:00,1.236,9.7,8,33,3,6
2021-08-19 07:00:00,1.37,11.3,8,33,3,7
2021-08-19 08:00:00,1.636,13.3,8,33,3,8
2021-08-19 09:00:00,1.67,16.6,8,33,3,9
2021-08-19 10:00:00,1.793,19.1,8,33,3,10
2021-08-19 11:00:00,1.837,20.7,8,33,3,11
2021-08-19 12:00:00,1.918,22.5,8,33,3,12
2021-08-19 13:00:00,2.007,23.4,8,33,3,13
2021-08-19 14:00:00,1.888,22.3,8,33,3,14
2021-08-19 15:00:00,1.901,19.1,8,33,3,15
2021-08-19 16:00:00,1.924,18.0,8,33,3,16
2021-08-19 17:00:00,1.911,16.4,8,33,3,17
2021-08-19 18:00:00,2.004,14.4,8,33,3,18
2021-08-19 19:00:00,2.289,13.1,8,33,3,19
2021-08-19 20:00:00,2.312,12.2,8,33,3,20
2021-08-19 21:00:00,2.265,12.6,8,33,3,21
2021-08-19 22:00:00,2.047,12.3,8,33,3,22
2021-08-19 23:00:00,1.775,12.3,8,33,3,23
2021-08-20 00:00:00,1.503,11.3,8,33,4,0
2021-08-20 01:00:00,1.361,12.2,8,33,4,1
2021-08-20 02:00:00,1.274,12.3,8,33,4,2
2021-08-20 03:00:00,1.204,12.4,8,33,4,3
2021-08-20 04:00:00,1.183,12.6,8,33,4,4
2021-08-20 05:00:00,1.162,12.5,8,33,4,5
2021-08-20 06:00:00,1.182,12.0,8,33,4,6
2021-08-20 07:00:00,1.293,11.4,8,33,4,7
2021-08-20 08:00:00,1.623,13.8,8,33,4,8
2021-08-20 09:00:00,1.721,16.3,8,33,4,9
2021-08-20 10:00:00,1.799,18.7,8,33,4,10
2021-08-20 11:00:00,2.105,20.4,8,33,4,11
2021-08-20 12:00:00,2.16,22.2,8,33,4,12
2021-08-20 13:00:00,2.161,22.7,8,33,4,13
2021-08-20 14:00:00,2.249,21.5,8,33,4,14
2021-08-20 15:00:00,2.15,20.2,8,33,4,15
2021-08-20 16:00:00,2.155,18.5,8,33,4,16
2021-08-20 17:00:00,2.163,16.2,8,33,4,17
2021-08-20 18:00:00,2.181,14.3,8,33,4,18
2021-08-20 19:00:00,2.598,13.8,8,33,4,19
2021-08-20 20:00:00,2.419,13.4,8,33,4,20
2021-08-20 21:00:00,2.344,13.2,8,33,4,21
2021-08-20 22:00:00,2.156,12.9,8,33,4,22
2021-08-20 23:00:00,1.886,12.2,8,33,4,23
2021-08-21 00:00:00,1.666,12.0,8,33,5,0
